"Date","Price","Return"
2016-07-05,27210,0.026100255
2016-07-06,26941,-0.009935263
2016-07-07,27479,0.019772787
2016-07-08,27479,0
2016-07-11,28018,0.019425084
2016-07-12,29096,0.037753547
2016-07-13,30982,0.062805683
2016-07-14,30173,-0.026458906
2016-07-15,29096,-0.036346777
2016-07-18,29904,0.027391543
2016-07-19,30173,0.008955234
2016-07-20,29635,-0.01799139
2016-07-21,29904,0.009036155
2016-07-22,28018,-0.06514509
2016-07-25,28557,0.019054929
2016-07-26,28557,0
2016-07-27,29365,0.027901399
2016-07-28,29635,0.009152606
2016-07-29,29096,-0.018355388
2016-08-01,28557,-0.018698618
2016-08-02,27749,-0.028702286
2016-08-03,27210,-0.019615251
2016-08-04,28018,0.029262608
2016-08-05,27479,-0.019425084
2016-08-08,28018,0.019425084
2016-08-09,28557,0.019054929
2016-08-10,28826,0.009375668
2016-08-11,30173,0.045669727
2016-08-12,29365,-0.027143996
2016-08-15,29365,0
2016-08-16,29096,-0.009202781
2016-08-17,28557,-0.018698618
2016-08-18,28557,0
2016-08-19,28826,0.009375668
2016-08-22,28826,0
2016-08-23,28557,-0.009375668
2016-08-24,29096,0.018698618
2016-08-25,29096,0
2016-08-26,30982,0.062805683
2016-08-29,30982,0
2016-08-30,29904,-0.03541414
2016-08-31,29096,-0.027391543
2016-09-01,28288,-0.028163021
2016-09-05,27210,-0.038853134
2016-09-06,27210,0
2016-09-07,27210,0
2016-09-08,27210,0
2016-09-09,28719,0.053974372
2016-09-12,27791,-0.032846697
2016-09-13,26715,-0.039487022
2016-09-14,27086,0.013791784
2016-09-15,26715,-0.013791784
2016-09-16,25973,-0.028167669
2016-09-19,27198,0.046085904
2016-09-20,27791,0.021568786
2016-09-21,27791,0
2016-09-22,27828,0.001330481
2016-09-23,27717,-0.003996765
2016-09-26,27903,0.006688267
2016-09-27,28645,0.026244698
2016-09-28,28941,0.010280367
2016-09-29,28422,-0.018095782
2016-09-30,28422,0
2016-10-03,28125,-0.010504633
2016-10-04,28125,0
2016-10-05,28348,0.00789762
2016-10-06,28459,0.003907974
2016-10-07,28162,-0.010490904
2016-10-10,27828,-0.011930843
2016-10-11,28051,0.007981574
2016-10-12,27903,-0.005290072
2016-10-13,27680,-0.008024079
2016-10-14,27606,-0.00267699
2016-10-17,27012,-0.021751929
2016-10-18,27049,0.001368824
2016-10-19,27235,0.006852875
2016-10-20,27235,0
2016-10-21,27235,0
2016-10-24,26789,-0.016511555
2016-10-25,26530,-0.009715187
2016-10-26,26196,-0.012669441
2016-10-27,26938,0.027931202
2016-10-28,26938,0
2016-10-31,26715,-0.008312724
2016-11-01,26641,-0.002773823
2016-11-02,26270,-0.014023779
2016-11-03,25973,-0.011370067
2016-11-04,25973,0
2016-11-07,26901,0.035105924
